OpenDate,Serial_No,Exchange,Product Code,L-Lots,BidPrice,S-Lots,AskPrice,Previous_SP,SP,Float_P/L,MTM_P/L,H/S,Margin,Contract Size,Account Code,Expiry Year
12/6/2017,10348343,DCE,p1709,4,5398.0,0,0.0,5182.0,5252.0,-5840.0,2800.0,Spec,14705.6,10,99918808.0,2017.0
12/6/2017,10348343,DCE,p1709,2,5398.0,0,0.0,5182.0,5252.0,-2920.0,1400.0,Spec,7352.8,10,99918808.0,2017.0
12/6/2017,10348344,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348345,DCE,p1709,5,5398.0,0,0.0,5182.0,5252.0,-7300.0,3500.0,Spec,18382.0,10,99918808.0,2017.0
12/6/2017,10348346,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348347,DCE,p1709,2,5398.0,0,0.0,5182.0,5252.0,-2920.0,1400.0,Spec,7352.8,10,99918808.0,2017.0
12/6/2017,10348348,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348349,DCE,p1709,6,5398.0,0,0.0,5182.0,5252.0,-8760.0,4200.0,Spec,22058.4,10,99918808.0,2017.0
12/6/2017,10348350,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348351,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348352,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348353,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348354,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348355,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348356,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348357,DCE,p1709,1,5398.0,0,0.0,5182.0,5252.0,-1460.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10348358,DCE,p1709,20,5398.0,0,0.0,5182.0,5252.0,-29200.0,14000.0,Spec,73528.0,10,99918808.0,2017.0
12/6/2017,10340964,DCE,p1709,2,5288.0,0,0.0,5182.0,5252.0,-720.0,1400.0,Spec,7352.8,10,99918808.0,2017.0
12/6/2017,10340965,DCE,p1709,2,5288.0,0,0.0,5182.0,5252.0,-720.0,1400.0,Spec,7352.8,10,99918808.0,2017.0
12/6/2017,10340966,DCE,p1709,1,5288.0,0,0.0,5182.0,5252.0,-360.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10340967,DCE,p1709,1,5288.0,0,0.0,5182.0,5252.0,-360.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10340968,DCE,p1709,1,5288.0,0,0.0,5182.0,5252.0,-360.0,700.0,Spec,3676.4,10,99918808.0,2017.0
12/6/2017,10340969,DCE,p1709,18,5288.0,0,0.0,5182.0,5252.0,-6480.0,12600.0,Spec,66175.2,10,99918808.0,2017.0
12/6/2017,10340970,DCE,p1709,5,5288.0,0,0.0,5182.0,5252.0,-1800.0,3500.0,Spec,18382.0,10,99918808.0,2017.0
12/6/2017,10519535,DCE,p1801,0,0.0,10,5004.0,4978.0,5044.0,-4000.0,-6600.0,Spec,0.0,10,99918808.0,2018.0
12/6/2017,10519696,DCE,p1801,0,0.0,10,5004.0,4978.0,5044.0,-4000.0,-6600.0,Spec,0.0,10,99918808.0,2018.0
12/6/2017,10519703,DCE,p1801,0,0.0,5,5004.0,4978.0,5044.0,-2000.0,-3300.0,Spec,0.0,10,99918808.0,2018.0
12/6/2017,10519750,DCE,p1801,0,0.0,5,5004.0,4978.0,5044.0,-2000.0,-3300.0,Spec,0.0,10,99918808.0,2018.0
12/6/2017,10232908,DCE,y1709,0,0.0,36,5742.0,5770.0,5820.0,-28080.0,-18000.0,Spec,146664.0,10,99918808.0,2017.0
12/6/2017,10232909,DCE,y1709,0,0.0,3,5742.0,5770.0,5820.0,-2340.0,-1500.0,Spec,12222.0,10,99918808.0,2017.0
12/6/2017,10232910,DCE,y1709,0,0.0,1,5742.0,5770.0,5820.0,-780.0,-500.0,Spec,4074.0,10,99918808.0,2017.0
12/6/2017,10232911,DCE,y1709,0,0.0,6,5742.0,5770.0,5820.0,-4680.0,-3000.0,Spec,24444.0,10,99918808.0,2017.0
12/6/2017,10232912,DCE,y1709,0,0.0,1,5742.0,5770.0,5820.0,-780.0,-500.0,Spec,4074.0,10,99918808.0,2017.0
