OpenDate,Serial_No,Exchange,Product Code,L-Lots,BidPrice,S-Lots,AskPrice,Previous_SP,SP,Float_P/L,MTM_P/L,H/S,Margin,Contract Size,Account Code,Expiry Year
12/6/2017,10057829,DCE,m1709,0,0.0,1,2721.0,2635.0,2623.0,980.0,120.0,Spec,1836.1,10,99918802.0,2017.0
12/6/2017,10057830,DCE,m1709,0,0.0,8,2721.0,2635.0,2623.0,7840.0,960.0,Spec,14688.8,10,99918802.0,2017.0
12/6/2017,10057831,DCE,m1709,0,0.0,1,2721.0,2635.0,2623.0,980.0,120.0,Spec,1836.1,10,99918802.0,2017.0
12/6/2017,10057832,DCE,m1709,0,0.0,10,2721.0,2635.0,2623.0,9800.0,1200.0,Spec,18361.0,10,99918802.0,2017.0
12/6/2017,10057833,DCE,m1709,0,0.0,2,2721.0,2635.0,2623.0,1960.0,240.0,Spec,3672.2,10,99918802.0,2017.0
12/6/2017,10057834,DCE,m1709,0,0.0,10,2721.0,2635.0,2623.0,9800.0,1200.0,Spec,18361.0,10,99918802.0,2017.0
12/6/2017,10057835,DCE,m1709,0,0.0,1,2721.0,2635.0,2623.0,980.0,120.0,Spec,1836.1,10,99918802.0,2017.0
12/6/2017,10057836,DCE,m1709,0,0.0,21,2721.0,2635.0,2623.0,20580.0,2520.0,Spec,38558.1,10,99918802.0,2017.0
12/6/2017,10057837,DCE,m1709,0,0.0,6,2721.0,2635.0,2623.0,5880.0,720.0,Spec,11016.6,10,99918802.0,2017.0
12/6/2017,10057838,DCE,m1709,0,0.0,37,2721.0,2635.0,2623.0,36260.0,4440.0,Spec,67935.7,10,99918802.0,2017.0
12/6/2017,10057839,DCE,m1709,0,0.0,3,2721.0,2635.0,2623.0,2940.0,360.0,Spec,5508.3,10,99918802.0,2017.0
12/6/2017,Sum_,N/A,N/A,0,N/A,100,N/A,N/A,N/A,98000.0,12000.0,N/A,183610.0,10,N/A,N/A
