OpenDate,Serial_No,Exchange,Product Code,L-Lots,BidPrice,S-Lots,AskPrice,Previous_SP,SP,Float_P/L,MTM_P/L,H/S,Margin,Contract Size,Account Code,Expiry Year
12/6/2017,10111295,DCE,m1709,0,0.0,34,2707.0,2635.0,2623.0,28560.0,4080.0,Spec,62427.4,10,99918803.0,2017.0
12/6/2017,10111296,DCE,m1709,0,0.0,6,2707.0,2635.0,2623.0,5040.0,720.0,Spec,11016.6,10,99918803.0,2017.0
12/6/2017,10111297,DCE,m1709,0,0.0,19,2707.0,2635.0,2623.0,15960.0,2280.0,Spec,34885.9,10,99918803.0,2017.0
12/6/2017,10111298,DCE,m1709,0,0.0,5,2707.0,2635.0,2623.0,4200.0,600.0,Spec,9180.5,10,99918803.0,2017.0
12/6/2017,10111299,DCE,m1709,0,0.0,35,2707.0,2635.0,2623.0,29400.0,4200.0,Spec,64263.5,10,99918803.0,2017.0
12/6/2017,10111300,DCE,m1709,0,0.0,3,2707.0,2635.0,2623.0,2520.0,360.0,Spec,5508.3,10,99918803.0,2017.0
12/6/2017,10111301,DCE,m1709,0,0.0,3,2707.0,2635.0,2623.0,2520.0,360.0,Spec,5508.3,10,99918803.0,2017.0
12/6/2017,10111302,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111303,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111304,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111305,DCE,m1709,0,0.0,15,2707.0,2635.0,2623.0,12600.0,1800.0,Spec,27541.5,10,99918803.0,2017.0
12/6/2017,10111306,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111307,DCE,m1709,0,0.0,5,2707.0,2635.0,2623.0,4200.0,600.0,Spec,9180.5,10,99918803.0,2017.0
12/6/2017,10111308,DCE,m1709,0,0.0,3,2707.0,2635.0,2623.0,2520.0,360.0,Spec,5508.3,10,99918803.0,2017.0
12/6/2017,10111309,DCE,m1709,0,0.0,2,2707.0,2635.0,2623.0,1680.0,240.0,Spec,3672.2,10,99918803.0,2017.0
12/6/2017,10111310,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111311,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111312,DCE,m1709,0,0.0,10,2707.0,2635.0,2623.0,8400.0,1200.0,Spec,18361.0,10,99918803.0,2017.0
12/6/2017,10111313,DCE,m1709,0,0.0,5,2707.0,2635.0,2623.0,4200.0,600.0,Spec,9180.5,10,99918803.0,2017.0
12/6/2017,10111314,DCE,m1709,0,0.0,9,2707.0,2635.0,2623.0,7560.0,1080.0,Spec,16524.9,10,99918803.0,2017.0
12/6/2017,10111315,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111316,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111317,DCE,m1709,0,0.0,5,2707.0,2635.0,2623.0,4200.0,600.0,Spec,9180.5,10,99918803.0,2017.0
12/6/2017,10111318,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111319,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111320,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111321,DCE,m1709,0,0.0,6,2707.0,2635.0,2623.0,5040.0,720.0,Spec,11016.6,10,99918803.0,2017.0
12/6/2017,10111322,DCE,m1709,0,0.0,10,2707.0,2635.0,2623.0,8400.0,1200.0,Spec,18361.0,10,99918803.0,2017.0
12/6/2017,10111323,DCE,m1709,0,0.0,5,2707.0,2635.0,2623.0,4200.0,600.0,Spec,9180.5,10,99918803.0,2017.0
12/6/2017,10111324,DCE,m1709,0,0.0,24,2707.0,2635.0,2623.0,20160.0,2880.0,Spec,44066.4,10,99918803.0,2017.0
12/6/2017,10111325,DCE,m1709,0,0.0,12,2707.0,2635.0,2623.0,10080.0,1440.0,Spec,22033.2,10,99918803.0,2017.0
12/6/2017,10111327,DCE,m1709,0,0.0,2,2707.0,2635.0,2623.0,1680.0,240.0,Spec,3672.2,10,99918803.0,2017.0
12/6/2017,10111355,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111362,DCE,m1709,0,0.0,6,2707.0,2635.0,2623.0,5040.0,720.0,Spec,11016.6,10,99918803.0,2017.0
12/6/2017,10111371,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111372,DCE,m1709,0,0.0,2,2707.0,2635.0,2623.0,1680.0,240.0,Spec,3672.2,10,99918803.0,2017.0
12/6/2017,10111373,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111374,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111378,DCE,m1709,0,0.0,2,2707.0,2635.0,2623.0,1680.0,240.0,Spec,3672.2,10,99918803.0,2017.0
12/6/2017,10111379,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111387,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111389,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111391,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111393,DCE,m1709,0,0.0,10,2707.0,2635.0,2623.0,8400.0,1200.0,Spec,18361.0,10,99918803.0,2017.0
12/6/2017,10111394,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111396,DCE,m1709,0,0.0,4,2707.0,2635.0,2623.0,3360.0,480.0,Spec,7344.4,10,99918803.0,2017.0
12/6/2017,10111405,DCE,m1709,0,0.0,8,2707.0,2635.0,2623.0,6720.0,960.0,Spec,14688.8,10,99918803.0,2017.0
12/6/2017,10111407,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111415,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111424,DCE,m1709,0,0.0,2,2707.0,2635.0,2623.0,1680.0,240.0,Spec,3672.2,10,99918803.0,2017.0
12/6/2017,10111425,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111427,DCE,m1709,0,0.0,5,2707.0,2635.0,2623.0,4200.0,600.0,Spec,9180.5,10,99918803.0,2017.0
12/6/2017,10111462,DCE,m1709,0,0.0,5,2707.0,2635.0,2623.0,4200.0,600.0,Spec,9180.5,10,99918803.0,2017.0
12/6/2017,10111472,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111476,DCE,m1709,0,0.0,5,2707.0,2635.0,2623.0,4200.0,600.0,Spec,9180.5,10,99918803.0,2017.0
12/6/2017,10111482,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111493,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111612,DCE,m1709,0,0.0,1,2707.0,2635.0,2623.0,840.0,120.0,Spec,1836.1,10,99918803.0,2017.0
12/6/2017,10111630,DCE,m1709,0,0.0,61,2707.0,2635.0,2623.0,51240.0,7320.0,Spec,112002.1,10,99918803.0,2017.0
12/6/2017,10111634,DCE,m1709,0,0.0,10,2707.0,2635.0,2623.0,8400.0,1200.0,Spec,18361.0,10,99918803.0,2017.0
