Positions Details,
OpenDate,Serial_No,Exchange,Product Code,L-Lots,BidPrice,S-Lots,AskPrice,Previous_SP,SP,Float_P/L,MTM_P/L,H/S,Margin,Contract Size,Account Code,Expiry Year,Expiry Month,
19/4/2017,10515649,DCE,p1709,10,5124.000,0,0.000,5288.000,5252.00,12800.00,-3600.00,Spec,0.00,10,99918801,2017,09,
19/4/2017,10516480,DCE,p1709,4,5124.000,0,0.000,5288.000,5252.00,5120.00,-1440.00,Spec,0.00,10,99918801,2017,09,
4/5/2017,02790117,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02790516,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02790664,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02790731,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02791055,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02791141,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02791295,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02791366,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02791472,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02791598,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02791746,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02791806,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02791858,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02791957,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02792127,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02792298,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02792376,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02792545,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02792625,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02792742,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02792837,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02792889,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02792960,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02793420,CZCE,OI709,0,0.000,1,6422.000,6106.000,6038.00,3840.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02793566,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02793675,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02793729,CZCE,OI709,0,0.000,1,6422.000,6106.000,6038.00,3840.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02793844,CZCE,OI709,0,0.000,1,6422.000,6106.000,6038.00,3840.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02794666,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02794745,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
4/5/2017,02794838,CZCE,OI709,0,0.000,1,6424.000,6106.000,6038.00,3860.00,680.00,Spec,4226.60,10,99918801,2017,09,
