Account Details,
Beginning balance,Deposit,Withdrawal,Margin reqired,Delivery funds,Collateral,Commission,Effective Margin,P/L on closed positions,P/L on open positions,Equity,Risk Rate,Collateral Changes,Margin call,
19869882.40,0.00,0.00,11892300.00,0.00,0.00,0.00,9404542.40,0.00,1426960.00,21296842.40,55.84%,0.00,0.00,
