Account Details,
Beginning balance,Deposit,Withdrawal,Margin reqired,Delivery funds,Collateral,Commission,Effective Margin,P/L on closed positions,P/L on open positions,Equity,Risk Rate,Collateral Changes,Margin call,
1263044.00,0.00,0.00,145624.00,0.00,0.00,0.00,1113520.00,0.00,-3900.00,1259144.00,11.57%,0.00,0.00,
