Account Details,
Beginning balance,Deposit,Withdrawal,Margin reqired,Delivery funds,Collateral,Commission,Effective Margin,P/L on closed positions,P/L on open positions,Equity,Risk Rate,Collateral Changes,Margin call,
7465606.40,0.00,0.00,4167075.50,0.00,0.00,396.00,3200234.90,0.00,-97900.00,7367310.40,56.56%,0.00,0.00,
