Account Details,
Beginning balance,Deposit,Withdrawal,Margin reqired,Delivery funds,Collateral,Commission,Effective Margin,P/L on closed positions,P/L on open positions,Equity,Risk Rate,Collateral Changes,Margin call,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0.00,
