Positions Details,
OpenDate,Serial_No,Exchange,Product Code,L-Lots,BidPrice,S-Lots,AskPrice,Previous_SP,SP,Float_P/L,MTM_P/L,H/S,Margin,Contract Size,Account Code,Expiry Year,Expiry Month,
27/4/2017,00002515,CZCE,ZC709,1,526.800,0,0.000,518.800,518.00,-880.00,-80.00,Spec,4144.00,100,99918813,2017,09,
27/4/2017,00002519,CZCE,ZC709,1,526.800,0,0.000,518.800,518.00,-880.00,-80.00,Spec,4144.00,100,99918813,2017,09,
27/4/2017,00002523,CZCE,ZC709,1,526.800,0,0.000,518.800,518.00,-880.00,-80.00,Spec,4144.00,100,99918813,2017,09,
27/4/2017,00002527,CZCE,ZC709,1,526.800,0,0.000,518.800,518.00,-880.00,-80.00,Spec,4144.00,100,99918813,2017,09,
27/4/2017,00002531,CZCE,ZC709,1,526.800,0,0.000,518.800,518.00,-880.00,-80.00,Spec,4144.00,100,99918813,2017,09,
27/4/2017,00002535,CZCE,ZC709,5,526.800,0,0.000,518.800,518.00,-4400.00,-400.00,Spec,20720.00,100,99918813,2017,09,
27/4/2017,00002539,CZCE,ZC709,1,526.800,0,0.000,518.800,518.00,-880.00,-80.00,Spec,4144.00,100,99918813,2017,09,
27/4/2017,00002543,CZCE,ZC709,1,526.800,0,0.000,518.800,518.00,-880.00,-80.00,Spec,4144.00,100,99918813,2017,09,
27/4/2017,00002547,CZCE,ZC709,1,526.800,0,0.000,518.800,518.00,-880.00,-80.00,Spec,4144.00,100,99918813,2017,09,
27/4/2017,00002551,CZCE,ZC709,1,526.800,0,0.000,518.800,518.00,-880.00,-80.00,Spec,4144.00,100,99918813,2017,09,
27/4/2017,00002555,CZCE,ZC709,1,526.800,0,0.000,518.800,518.00,-880.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568619,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568623,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568627,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568631,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568635,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568639,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568643,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568647,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568651,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568655,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568659,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568663,CZCE,ZC709,1,504.800,0,0.000,518.800,518.00,1320.00,-80.00,Spec,4144.00,100,99918813,2017,09,
11/5/2017,01568667,CZCE,ZC709,3,504.800,0,0.000,518.800,518.00,3960.00,-240.00,Spec,12432.00,100,99918813,2017,09,
11/5/2017,01568667,CZCE,ZC709,5,504.800,0,0.000,518.800,518.00,6600.00,-400.00,Spec,0.00,100,99918813,2017,09,
11/5/2017,01568670,CZCE,ZC801,0,0.000,5,512.600,530.400,532.60,-10000.00,-1100.00,Spec,21304.00,100,99918813,2018,01,
N/A,Sum_,N/A,N/A,35,N/A,5,N/A,N/A,N/A,3200.00,-3900.00,N/A,145624.00,100,N/A,N/A,N/A,
