Positions Details,
OpenDate,Serial_No,Exchange,Product Code,L-Lots,BidPrice,S-Lots,AskPrice,Previous_SP,SP,Float_P/L,MTM_P/L,H/S,Margin,Contract Size,Account Code,Expiry Year,Expiry Month,
26/5/2017,10057829,DCE,m1709,0,0.000,1,2721.000,2635.000,2623.00,980.00,120.00,Spec,1836.10,10,99918802,2017,09,
26/5/2017,10057830,DCE,m1709,0,0.000,8,2721.000,2635.000,2623.00,7840.00,960.00,Spec,14688.80,10,99918802,2017,09,
26/5/2017,10057831,DCE,m1709,0,0.000,1,2721.000,2635.000,2623.00,980.00,120.00,Spec,1836.10,10,99918802,2017,09,
26/5/2017,10057832,DCE,m1709,0,0.000,10,2721.000,2635.000,2623.00,9800.00,1200.00,Spec,18361.00,10,99918802,2017,09,
26/5/2017,10057833,DCE,m1709,0,0.000,2,2721.000,2635.000,2623.00,1960.00,240.00,Spec,3672.20,10,99918802,2017,09,
26/5/2017,10057834,DCE,m1709,0,0.000,10,2721.000,2635.000,2623.00,9800.00,1200.00,Spec,18361.00,10,99918802,2017,09,
26/5/2017,10057835,DCE,m1709,0,0.000,1,2721.000,2635.000,2623.00,980.00,120.00,Spec,1836.10,10,99918802,2017,09,
26/5/2017,10057836,DCE,m1709,0,0.000,21,2721.000,2635.000,2623.00,20580.00,2520.00,Spec,38558.10,10,99918802,2017,09,
26/5/2017,10057837,DCE,m1709,0,0.000,6,2721.000,2635.000,2623.00,5880.00,720.00,Spec,11016.60,10,99918802,2017,09,
26/5/2017,10057838,DCE,m1709,0,0.000,37,2721.000,2635.000,2623.00,36260.00,4440.00,Spec,67935.70,10,99918802,2017,09,
26/5/2017,10057839,DCE,m1709,0,0.000,3,2721.000,2635.000,2623.00,2940.00,360.00,Spec,5508.30,10,99918802,2017,09,
N/A,Sum_,N/A,N/A,0,N/A,100,N/A,N/A,N/A,98000.00,12000.00,N/A,183610.00,10,N/A,N/A,N/A,
