Account Details,
Beginning balance,Deposit,Withdrawal,Margin reqired,Delivery funds,Collateral,Commission,Effective Margin,P/L on closed positions,P/L on open positions,Equity,Risk Rate,Collateral Changes,Margin call,
15269646.13,0.00,0.00,183610.00,0.00,0.00,0.00,15098036.13,0.00,12000.00,15281646.13,1.20%,0.00,0.00,
