Account Details,
Beginning balance,Deposit,Withdrawal,Margin reqired,Delivery funds,Collateral,Commission,Effective Margin,P/L on closed positions,P/L on open positions,Equity,Risk Rate,Collateral Changes,Margin call,
4893785.00,0.00,0.00,1944082.00,0.00,0.00,1686.92,2968816.08,0.00,20800.00,4912898.08,39.57%,0.00,0.00,
