Account Details,
Beginning balance,Deposit,Withdrawal,Margin reqired,Delivery funds,Collateral,Commission,Effective Margin,P/L on closed positions,P/L on open positions,Equity,Risk Rate,Collateral Changes,Margin call,
9779801.15,0.00,0.00,7348600.00,0.00,0.00,0.00,2311201.15,0.00,-120000.00,9659801.15,76.07%,0.00,0.00,
